Date,Equity_long,Equity_short,Long_Returns,Short_Returns,Rolling_Corr,Long_DD,Short_DD,Both_In_DD
2025-06-02,998897.405,1000142.15428,,,,0.0,0.0,False
2025-06-03,998469.0310666666,999308.71642,-0.00042884677764620793,-0.0008333194000806898,,-0.04288467776462367,-0.08333194000807352,False
2025-06-04,1000069.463266667,998929.2744299999,0.0016028861689287854,-0.00037970447346780123,,0.0,-0.12127074584445373,False
2025-06-05,999952.4044000006,1000524.2940849997,-0.00011705073593992754,0.0015967293139045324,,-0.011705073593991292,0.0,False
2025-06-06,1004496.217000001,998676.3424649998,0.004544028875781203,-0.0018469832576029077,,0.0,-0.18469832576028944,False
2025-06-09,1015493.2846833345,1000577.0393649997,0.010947843801917934,0.0019032161063399222,,0.0,0.0,False
2025-06-10,1033732.4352500006,1000850.1465099996,0.017960877577199996,0.00027294964231172614,,0.0,0.0,False
2025-06-11,1034467.0768333338,1003496.5998299996,0.0007106689877207639,0.0026442053580431057,,0.0,0.0,False
2025-06-12,1029518.7656166675,1009192.5248349996,-0.004783440021903784,0.005676078031519927,,-0.47834400219037626,0.0,False
2025-06-13,1038114.5026333341,1013233.3284399995,0.008349276675416295,0.004003996765295614,,0.0,0.0,False
2025-06-16,1047367.4905833339,1013437.5987149994,0.008913263350553535,0.00020160240417110842,,0.0,0.0,False
2025-06-17,1041795.8317833337,1016399.7567799992,-0.005319678957093732,0.002922881555564638,,-0.5319678957093713,0.0,False
2025-06-18,1044607.6305333329,1017059.9435649992,0.0026989921289914953,0.0006495345759343074,,-0.2635044599736276,0.0,False
2025-06-20,1042640.4864666668,1018197.5549599992,-0.001883141582702974,0.0011185293474567093,,-0.45132240203812024,0.0,False
2025-06-23,1043958.0198166664,1017984.3775499989,0.0012636506706780182,-0.00020936743460220342,,-0.3255276488263538,-0.020936743460222864,False
2025-06-24,1046863.7330333319,1017561.6842549989,0.00278336212904029,-0.0004152257189027342,,-0.04809749725202855,-0.06245062187614682,False
2025-06-25,1049979.4178499982,1018399.193114999,0.002976208572665451,0.0008230546343863665,,0.0,0.0,False
2025-06-26,1051519.2361999988,1020217.9972299988,0.001466522413509308,0.001785944183082755,,0.0,0.0,False
2025-06-27,1055154.3600999992,1020087.3057699987,0.003457020827443147,-0.00012810150414421795,,0.0,-0.012810150414417269,False
2025-06-30,1062844.3841333324,1023291.9027399985,0.007288055969938201,0.003141492842694271,,0.0,0.0,False
2025-07-01,1065991.5421333327,1024759.4621349985,0.0029610712979084575,0.0014341551917593787,,0.0,0.0,False
2025-07-02,1067414.9425999997,1024546.2868949986,0.0013352830772168645,-0.00020802466127589625,,0.0,-0.020802466127588872,False
2025-07-03,1082438.6285500005,1025473.4477499984,0.014074831961229828,0.0009049477479534662,,0.0,0.0,False
2025-07-07,1077916.9814166666,1027063.0491699985,-0.004177278059071976,0.0015501146553211775,,-0.4177278059071942,0.0,False
2025-07-08,1080845.8617666676,1029326.3586549986,0.002717166906631041,0.002203671417084996,,-0.14714615141428722,0.0,False
2025-07-09,1091070.5415666678,1030613.1586849985,0.009459887077041484,0.0012501380336567003,,0.0,0.0,False
2025-07-10,1091249.1189166678,1033214.4568599985,0.00016367168134112653,0.002524029654656257,,0.0,0.0,False
2025-07-11,1087708.5872000016,1031242.6925099985,-0.003244476128586471,-0.001908378591596982,,-0.3244476128586505,-0.19083785915969295,True
2025-07-14,1087284.4932000018,1032400.6868699983,-0.00038989671037858997,0.001122911578826713,,-0.3633107828395642,-0.07876099531875229,False
2025-07-15,1083673.7348166686,1032975.3038399983,-0.003320895686377723,0.0005565832891316624,,-0.6941938342657848,-0.023146503459407854,False
2025-07-16,1083489.9700166688,1036468.1632399984,-0.00016957576260800966,0.0033813580896036033,-0.10627270561268246,-0.7110336920777391,0.0,False
2025-07-17,1090615.5203833359,1037560.9709149984,0.006576480229491644,0.0010543572043582028,-0.13687838512055783,-0.05806176814702807,0.0,False
2025-07-18,1095364.661516669,1039912.1466999983,0.004354551209452717,0.0022660603578086302,-0.1426241868263487,0.0,0.0,False
2025-07-21,1091961.5562166688,1040738.0600299983,-0.0031068240738094666,0.0007942145234296483,-0.12472898094460658,-0.31068240738094893,0.0,False
2025-07-22,1083433.4784833342,1042254.8536649982,-0.007809869939819025,0.0014574211256923597,-0.10813620696619089,-1.0892430121686214,0.0,False
2025-07-23,1080914.870633334,1043873.5767099982,-0.002324653889711814,0.00155309715211005,-0.13018067958661217,-1.3191762881347218,0.0,False
2025-07-24,1078709.5695666678,1050728.861589998,-0.002040217159168134,0.006567160078527756,-0.12536691940418307,-1.5205065979525159,0.0,False
2025-07-25,1082350.155966668,1051039.305209998,0.003374945863753309,0.00029545549889076206,-0.13112235830209204,-1.1881436390307538,0.0,False
2025-07-28,1085291.5196833345,1053292.867249998,0.0027175712965454846,0.0021441272736699712,-0.026381667951533853,-0.9196153744258047,0.0,False
2025-07-29,1085480.296066668,1052430.6494699982,0.00017394071538356926,-0.0008185926315545933,-0.0965255238389511,-0.9023812614435591,-0.08185926315545676,False
2025-07-30,1094423.700133334,1061141.2240499984,0.008239121519822312,0.008276625718176112,0.1279552463755047,-0.08590393833156725,0.0,False
2025-07-31,1091213.5543666678,1066576.1375999989,-0.0029331837078044876,0.00512176270869702,0.10148714923791888,-0.37897033707966193,0.0,False
2025-08-01,1092887.0741833344,1069343.0926849989,0.0015336318083383205,0.002594240567978856,0.10578057420597575,-0.22618835720919472,0.0,False
2025-08-04,1093600.4913333342,1070977.3247249988,0.0006527821280464252,0.0015282579100937,0.10032986009633396,-0.16105779612170606,0.0,False
2025-08-05,1092262.4634833343,1072076.637034999,-0.0012235069941937127,0.0010264571290363733,0.1058521536580068,-0.2832114402010475,0.0,False
2025-08-06,1098523.9985333346,1077164.273104999,0.005732628612020285,0.004745589908638159,0.1561920094347062,0.0,0.0,False
2025-08-07,1101465.1196333333,1093335.4711449984,0.0026773389602097186,0.015012750091854432,0.13990337376322856,0.0,0.0,False
2025-08-08,1108022.3606499997,1093386.5419399985,0.005953198970884532,4.671100165309916e-05,0.11380524311713519,0.0,0.0,False
2025-08-11,1130525.3186999997,1096476.0313849985,0.02030911906579136,0.0028256150286232184,0.11572105414600849,0.0,0.0,False
2025-08-12,1140835.6792333326,1099184.919829998,0.009119973133541848,0.0024705405019913584,0.10860020426695798,0.0,0.0,False
2025-08-13,1148673.1782166655,1100464.279829998,0.006869963068300899,0.0011639169869597232,0.09833997334806088,0.0,0.0,False
2025-08-14,1154799.6850499986,1109528.0399899983,0.00533355087375198,0.00823630564492328,0.11590838732930595,0.0,0.0,False
2025-08-15,1162261.8198666654,1110612.2896499985,0.006461843480970231,0.000977216997607444,0.14913343114636557,0.0,0.0,False
2025-08-18,1164990.0606333327,1110621.2290099985,0.0023473547182168986,8.049037529378467e-06,0.1384301414408807,0.0,0.0,False
2025-08-19,1165729.6914999993,1118440.9852349984,0.0006348816969858895,0.007040884885633147,0.11879684973939121,0.0,0.0,False
2025-08-20,1164222.5210666647,1122202.1372949982,-0.0012928987262863512,0.0033628524970492624,0.1391426182321437,-0.129289872628636,0.0,False
2025-08-21,1164331.1877666642,1120128.328989998,9.333842803505021e-05,-0.001847981068721749,0.15178179392616428,-0.11996809753859337,-0.1847981068721701,True
2025-08-22,1171752.7425833307,1119255.3039099982,0.00637409260753552,-0.000779397375644475,0.07974267916817278,0.0,-0.2625938132770958,False
2025-08-25,1178996.8795833313,1121178.707009998,0.006182308550888971,0.0017184668174281548,0.06357984982509428,0.0,-0.0911983902888619,False
2025-08-26,1177884.8668499975,1122256.7920049983,-0.0009431854762217418,0.0009615639222007033,0.05170751237842029,-0.09431854762217351,0.0,False
2025-08-27,1182666.4674499976,1126435.9013699985,0.004059480459059905,0.003723844127985876,0.05762895036026553,0.0,0.0,False
2025-08-28,1183306.1612166648,1128191.9813699985,0.0005408911001312244,0.0015589701978286907,0.07621461687264726,0.0,0.0,False
2025-08-29,1173778.2792666652,1132942.8359399992,-0.008051916116284863,0.004211033803157793,0.046606337848982625,-0.8051916116284833,0.0,False
2025-09-02,1176975.7876833328,1135397.2675249996,0.0027241161922550994,0.002166421382561623,0.02580315243043721,-0.5349734279100844,0.0,False
2025-09-03,1171052.1920666653,1142808.3397149995,-0.005032895050736008,0.006527294368212644,-0.05449805102653253,-1.0355704678660789,0.0,False
2025-09-04,1171330.5024166661,1142425.7884099993,0.000237658365601634,-0.00033474668647903716,-0.05308939558196436,-1.0120507432907666,-0.0334746686479036,False
2025-09-05,1175306.2334166653,1142597.150659999,0.003394200861154495,0.00014999858348629935,-0.02353721293285451,-0.6760657606797236,-0.018479831452148786,False
2025-09-08,1189325.088566665,1146124.6813049992,0.011927831871738181,0.0030872916521473837,-0.01699603635127298,0.0,0.0,False
2025-09-09,1192802.9300833317,1146343.879334999,0.0029242143717476132,0.0001912514699100587,-0.016253294933028323,0.0,0.0,False
2025-09-10,1190546.0973333314,1146821.6005349986,-0.0018920415879952746,0.0004167346366228397,-0.013739552948406545,-0.1892041587995282,0.0,False
2025-09-11,1190568.5229833308,1149219.9371499983,1.8836439890534962e-05,0.0020912900610530194,-0.067100380023353,-0.18732407874323248,0.0,False
2025-09-12,1191832.649983331,1152760.512284998,0.0010617843287445972,0.0030808507758577353,-0.04169838008423779,-0.08134454363997672,0.0,False
2025-09-15,1199519.4713333317,1154678.8856549982,0.006449581113680658,0.0016641560407004707,-0.04758443369400771,0.0,0.0,False
2025-09-16,1212234.404949998,1159411.5257899985,0.010600022692864641,0.004098663441234995,-0.030730732901969364,0.0,0.0,False
2025-09-17,1226506.735916665,1165798.1005699988,0.011773573583118813,0.005508462386251356,-0.0032723314591796017,0.0,0.0,False
2025-09-18,1231197.2822833317,1166325.0839949988,0.0038243135804394424,0.0004520366131512965,-0.010205666072360856,0.0,0.0,False
2025-09-19,1241093.952233331,1169100.9366349988,0.00803824869694747,0.002379999091241203,0.025314952167235914,0.0,0.0,False
2025-09-22,1248141.203916664,1174084.053839999,0.005678258016366566,0.0042623498526508374,0.0455225794112599,0.0,0.0,False
2025-09-23,1256844.4947333303,1172357.4778199987,0.006973001764027487,-0.0014705727535888613,-0.00949813625646001,0.0,-0.14705727535888694,False
2025-09-24,1261073.2718166637,1176294.2950499987,0.003364598485376291,0.0033580348182880027,-0.013784833269345088,0.0,0.0,False
2025-09-25,1253384.1564499978,1178253.0967499989,-0.00609727883264799,0.0016652309785425423,0.015020612386981656,-0.6097278832647983,0.0,False
2025-09-26,1252391.127499998,1178940.8214499988,-0.0007922782052809385,0.0005836816401305622,-0.013990574922243646,-0.6884726296798253,0.0,False
2025-09-29,1258485.0273333308,1178237.8431349988,0.004865812045073525,-0.0005962795606104798,-0.019442189248391608,-0.20524140358666884,-0.059627956061047406,False
2025-09-30,1256020.4903833307,1178244.979214999,-0.0019583363301686196,6.0565700223946806e-06,0.007174174276287457,-0.4006731049064311,-0.059022660199690505,False
2025-10-01,1259051.329933331,1182958.884864999,0.002413049447207216,0.004000785688168751,0.03991774858034157,-0.16033500420001875,0.0,False
2025-10-02,1265867.5709166643,1196670.0811799995,0.005413791178548788,0.01159059413680752,0.11219929814479963,0.0,0.0,False
2025-10-03,1257598.1227166653,1200087.6085249993,-0.006532632946755101,0.0028558642843563575,0.0686305805227986,-0.6532632946755104,0.0,False
2025-10-06,1261470.6402499997,1203243.3401599992,0.0030792965283448215,0.002629584384158834,0.10336600549452465,-0.3473452332364139,0.0,False
2025-10-07,1254006.569999999,1203579.830869999,-0.0059169591521539555,0.00027965308327004834,0.14946027926350253,-0.9369859208950589,0.0,False
2025-10-08,1254209.0724999981,1208437.959769999,0.00016148440115371088,0.004036399394037993,0.13065521848000528,-0.9209887893900148,0.0,False
2025-10-09,1252741.8685999978,1207606.623109999,-0.0011698240207079769,-0.0006879431858942686,0.145355375092267,-1.036893796652177,-0.06879431858943134,False
2025-10-10,1250390.4682166635,1211174.8300399992,-0.001877003109956088,0.0029547758862158435,0.13608948672268714,-1.2226478547667734,0.0,False
2025-10-13,1253523.6941666626,1214776.0816449986,0.002505798012414351,0.002973354065556766,0.19697283454304249,-0.9751317620896945,0.0,False
2025-10-14,1250295.4161499962,1216192.3671699984,-0.002575362581249463,0.001165881964914739,0.2076843102278027,-1.230156702362767,0.0,False
2025-10-15,1254860.1643333295,1215821.6174399983,0.0036509357103695628,-0.0003048446446533015,0.29911465623232925,-0.8695543543598238,-0.030484464465333753,False
2025-10-16,1247541.908749996,1213334.1834699982,-0.005831929159390903,-0.0020458872702375785,0.35171133601249405,-1.4476760909040434,-0.2350108237112998,True
2025-10-17,1250669.6775499962,1222732.6114899977,0.002507145273487499,0.0077459517320455085,0.3417565591809187,-1.200591097824139,0.0,False
2025-10-20,1254570.4179499953,1223174.4464799976,0.0031189213826952056,0.0003613504586759131,0.3363872560812515,-0.8924435088015054,0.0,False
2025-10-21,1260268.1889999951,1224996.8775199973,0.0045416111909526435,0.0014899191568662484,0.3381641120457906,-0.4423355211331044,0.0,False
2025-10-22,1246993.881999996,1225082.4459099974,-0.010532922369906106,6.985192498887294e-05,0.3533153533496226,-1.4909686724181674,0.0,False
2025-10-23,1248509.0686166624,1229040.0842549975,0.0012150714117669104,0.003230507757427281,0.35170159134938234,-1.3712731646511762,0.0,False
2025-10-24,1257448.477133329,1235617.9355649974,0.00716006694814908,0.005352023415889695,0.378097390794945,-0.6650848774993657,0.0,False
2025-10-27,1269242.730866662,1235727.4004249973,0.009379512519050337,8.859118733162141e-05,0.33649696690323666,0.0,0.0,False
2025-10-28,1274977.821149995,1234412.2792099973,0.004518513396895463,-0.001064248647839161,0.28799262352231886,0.0,-0.10642486478391167,False
2025-10-29,1283154.5587333292,1235599.3447099973,0.006413239075765853,0.0009616442739532882,0.21165329552877563,0.0,-0.01036278025040009,False
2025-10-30,1315009.6713166623,1237700.4377399976,0.024825623979997324,0.0017004646684184443,0.1553068070665201,0.0,0.0,False
2025-10-31,1321559.575949997,1241632.2665849975,0.0049808794385339805,0.003176720897165808,0.15862362111090628,0.0,0.0,False
2025-11-03,1326141.5219499967,1241177.8316199977,0.003467074873795273,-0.0003659980311639943,0.1375448883698029,0.0,-0.03659980311639883,False
2025-11-04,1336298.0113833304,1246857.9403049978,0.007658676894755079,0.004576385865340704,0.198607190928598,0.0,0.0,False
2025-11-05,1339755.88708333,1247293.7446299973,0.0025876531062258845,0.0003495220352791595,0.19327172623178435,0.0,0.0,False
2025-11-06,1351957.9108999951,1257422.9269199974,0.00910764709773293,0.008120927675304701,0.2490531534595637,0.0,0.0,False
2025-11-07,1359751.5253999948,1260940.4847649976,0.0057646872266987614,0.0027974341565539795,0.24357153005721954,0.0,0.0,False
2025-11-10,1374073.8531333278,1261303.7403699982,0.010533047741292156,0.0002880830692562064,0.22335028765359813,0.0,0.0,False
2025-11-11,1380769.942199996,1262798.3475249978,0.004873165333434626,0.0011849700489758863,0.20282689398715747,0.0,0.0,False
2025-11-12,1391795.0764666623,1265122.1055499977,0.007984772792127837,0.0018401655573545561,0.20106337618437245,0.0,0.0,False
2025-11-13,1388381.9912833292,1270349.3689249977,-0.0024522900253375335,0.004131825182777549,0.17436495732703652,-0.24522900253375726,0.0,False
2025-11-14,1396393.559566662,1271281.9076849977,0.0057704351782374985,0.000734080547297733,0.19371822675917322,0.0,0.0,False
2025-11-17,1394314.4389999958,1270765.8936449976,-0.0014889216241524839,-0.0004059005613787914,0.21449370139309865,-0.14889216241525294,-0.04059005613787889,False
2025-11-18,1395223.952399996,1273485.4657399978,0.0006523014999777477,0.0021401047262918915,0.18789967193059126,-0.08375913499835957,0.0,False
2025-11-19,1399532.936016663,1271580.6007049975,0.003088381337816637,-0.0014957885945666716,0.20748842371189155,0.0,-0.14957885945666266,False
2025-11-20,1395893.5574333288,1287061.7872799977,-0.002600423676839325,0.012174758380567363,0.02659588169351498,-0.26004236768393013,0.0,False
2025-11-21,1396524.6528666615,1287192.7958799978,0.000452108565135223,0.00010178889723455598,0.04702034789513221,-0.2149490785521329,0.0,False
2025-11-24,1408907.448666662,1286486.032964998,0.008866865167458382,-0.0005490730815632672,0.025717172592610932,0.0,-0.05490730815632562,False
2025-11-25,1415877.4144999946,1286306.0676399977,0.0049470714630182044,-0.0001398890624451088,0.014049095411188841,0.0,-0.06888853346897941,False
2025-11-26,1417263.490866661,1291314.8162649977,0.0009789522401244533,0.0038939011103240606,0.0010661941507580529,0.0,0.0,False
2025-11-28,1421852.3423333282,1291595.0232349976,0.0032378252147460262,0.00021699353749404793,-0.07502705068269594,0.0,0.0,False
2025-12-01,1419301.9295999943,1297005.1784149976,-0.0017937254505263622,0.004188739568266042,-0.08357011006852681,-0.17937254505264122,0.0,False
2025-12-02,1409851.5253499947,1297465.3376049977,-0.006658487565547877,0.00035478593120363833,-0.04916443006596519,-0.8440269517465954,0.0,False
2025-12-03,1422809.6301333285,1300822.0481699978,0.009191113071368884,0.0025871292802290835,-0.04223666539030694,0.0,0.0,False
2025-12-04,1421378.2341333274,1300812.7873399977,-0.0010060347988135598,-7.119213587314377e-06,-0.08326281971141908,-0.10060347988135143,-0.0007119213587339707,False
2025-12-05,1423344.4535166605,1303781.4940599978,0.0013833189056338124,0.002282193678362354,-0.07724614798006736,0.0,0.0,False
2025-12-08,1424127.784299994,1305769.1737649979,0.0005503451967638906,0.0015245497148532738,-0.09674621609009128,0.0,0.0,False
2025-12-09,1433812.3017999933,1306498.5632949977,0.006800314976481925,0.0005585899442677178,-0.08568580875620825,0.0,0.0,False
2025-12-10,1452727.4939833267,1314888.2568849977,0.013192237337890989,0.0064215100006241865,0.0009513544885508357,0.0,0.0,False
2025-12-11,1460073.4505666592,1316952.9615999977,0.005056665213370559,0.0015702510872606101,0.004984454288460322,0.0,0.0,False
2025-12-12,1457744.1488999936,1317400.7201849981,-0.00159533184153271,0.0003399958829632954,0.0535058801098103,-0.1595331841532753,0.0,False
2025-12-15,1462369.3705499934,1324537.1345799977,0.003172862435078194,0.005417041516416976,0.04633402335548953,0.0,0.0,False
2025-12-16,1464403.9086499931,1327929.2801549977,0.0013912614288649205,0.0025610045097570477,0.04575938163633311,0.0,0.0,False
2025-12-17,1467410.6805499932,1333867.2538349975,0.0020532394664065645,0.004471603848743122,0.012989827133660035,0.0,0.0,False
2025-12-18,1468366.6275333269,1334295.2458349974,0.0006514515643127883,0.00032086551249332906,0.022655948473503388,0.0,0.0,False
2025-12-19,1465948.5163499936,1331217.8632849974,-0.0016468034195215031,-0.0023063730157220075,-0.02423922573355048,-0.1646803419521551,-0.23063730157219922,True
2025-12-22,1467826.870599994,1332567.2217999974,0.0012813234769506465,0.0010136271095928517,-0.02910062372169822,-0.03675900304541864,-0.129508370834269,False
2025-12-23,1468381.69686666,1336884.2780149975,0.00037799162679119647,0.0032396536132479614,-0.0006370126780368933,0.0,0.0,False
2025-12-24,1464725.4479999929,1339633.4976549975,-0.002489985318169685,0.0020564380067975563,0.004278225394220873,-0.2489985318169663,0.0,False
2025-12-26,1463597.223149993,1342975.6769349973,-0.0007702637047375394,0.0024948460051574806,0.0031282933131828923,-0.32583310775913243,0.0,False
2025-12-29,1465367.483049993,1345993.644564997,0.0012095266867135912,0.0022472243405684544,0.03048313511451943,-0.2052745429270145,0.0,False
2025-12-30,1465768.5925999929,1362946.7942499968,0.0002737262527248152,0.012595267261071408,0.0014391275725734237,-0.17795810668595724,0.0,False
